,ID,Customer Subtype,Number of houses,Avg size household,Avg age,Customer main type,Roman catholic,Protestant,Other relition,No religion,Married,Living together,Other relation,Singles,Household without children,Household with children,High level education,Medium level education,Lower level education,High status,Entrepreneur,Farmer,Middle management,Skilled labourers,Unskilled labourers,Social class A,Social class B1,Social class B2,Social class C,Social class D,Rented house,Home owners,1 car,2 cars,No car,National Health Service,Private health insurance,Income 30.000,Income 30-45.000,Income 45-75.000,Income 75-122.000,Income>123.000,Average income,Purchasing power class,Contribution private third party insurance,Contribution third party insurance (firms),Contribution third party insurance (agriculture),Contribution car policies,Contribution delivery van policies,Contribution motorcycle/scooter policies,Contribution lorry policies,Contribution trailer policies,Contribution tractor polities,Contribution agricultural machines policies,Contribution moped policies,Contribution life insurances,Contribution private accident insurance policies,Contribution family accidents insurance policies,Contribution disability insurance policies,Contribution fire policies,Contribution surfboard policies,Contribution boat policies,Contribution bicycle policies,Contribution property insurance policies,Contribution social security insurance policies,Number of private third party insurance,Number of third party insurance (firms),Number of third party insurance (agriculture),Number of car policies,Number of delivery van policies,Number of motorcycle/scooter policies,Number of lorry policies,Number of trailer policies,Number of tractor policies,Number of agricultural machines policies,Number of moped policies,Number of life insurances,Number of private accident insurance policies,Number of family accidents insurance policies,Number of disability insurance policies,Number of fire policies,Number of surfboard policies,Number of boat policies,Number of bicycle policies,Number of property insurance policies,Number of social security insurance policies,Target
1785,1786,9,1,2,3,3,1,4,1,4,6,2,3,3,4,3,1,4,5,1,1,0,3,2,4,1,2,2,5,1,5,4,6,1,3,7,2,3,4,3,1,0,3,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1786,1787,7,1,2,3,2,0,3,0,6,6,3,0,2,5,4,4,4,2,5,0,0,2,2,0,4,3,2,2,0,6,3,5,3,2,3,6,2,1,4,0,3,7,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,1788,22,1,1,4,5,0,7,1,1,7,1,2,5,4,1,4,4,2,1,1,0,6,3,1,1,1,3,5,1,9,0,5,0,4,5,4,5,3,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1788,1789,39,1,3,2,9,0,5,1,3,7,1,2,0,3,6,0,3,6,0,0,0,0,6,3,0,0,0,9,0,5,4,9,0,0,5,4,0,9,0,0,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,1790,33,1,3,3,8,0,1,3,5,7,0,2,1,1,8,0,1,8,1,1,0,1,6,3,1,1,0,5,3,9,0,5,2,3,7,2,1,6,3,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1790,1791,23,1,2,3,5,1,4,2,4,3,2,4,4,4,1,1,6,3,1,0,0,4,1,4,1,2,5,3,1,8,1,5,0,4,8,1,6,2,1,0,1,2,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1791,1792,3,1,2,3,1,2,4,2,3,7,0,2,2,4,3,0,6,3,5,0,0,4,0,0,1,1,5,2,2,0,9,6,2,2,7,2,2,4,3,0,1,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,1793,30,1,3,3,7,1,2,2,6,6,2,2,2,3,5,0,3,6,0,0,0,3,0,6,1,2,2,5,1,9,0,5,1,3,8,1,5,3,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,1794,8,1,3,3,2,1,4,1,4,9,0,0,0,4,5,3,6,1,2,0,0,4,2,2,2,3,3,2,0,0,9,7,2,0,2,7,0,1,6,3,1,6,7,2,0,0,5,0,0,0,0,0,0,0,7,0,2,0,4,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,1,0
1794,1795,33,1,4,3,8,2,5,0,3,9,0,0,0,3,6,2,4,3,2,0,0,4,2,2,2,2,3,3,0,0,9,5,0,4,7,2,0,6,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1795,1796,29,1,2,3,7,1,4,1,4,5,1,4,3,3,3,0,4,5,1,1,1,4,2,2,1,2,3,4,1,2,7,5,1,4,7,2,3,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1796,1797,19,1,2,5,4,0,4,2,3,5,1,4,4,4,2,1,2,6,2,1,1,2,3,3,1,1,1,6,1,6,3,6,1,3,6,3,6,2,2,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1797,1798,33,1,2,4,8,0,7,2,0,5,2,2,2,6,2,0,3,6,5,0,0,1,0,4,2,0,2,4,2,4,5,4,4,2,3,6,3,6,0,0,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,1799,41,1,3,3,10,1,4,2,3,5,2,3,2,3,4,2,3,5,1,1,2,2,3,1,2,2,3,4,1,3,6,5,1,3,7,2,3,4,2,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,1800,10,1,4,3,3,0,5,2,3,7,1,1,1,3,6,2,5,3,4,0,0,3,2,0,3,2,3,3,0,1,8,8,0,1,5,4,0,5,4,0,0,4,8,2,0,0,6,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1800,1801,10,2,4,3,3,1,5,1,4,7,1,2,0,0,9,2,0,7,0,0,0,3,0,6,0,2,0,7,0,0,9,6,2,1,4,5,0,3,5,2,0,5,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1801,1802,23,5,1,3,5,4,1,0,5,1,2,6,6,3,1,1,6,3,1,0,0,8,0,1,0,4,2,3,0,8,1,3,1,6,8,1,5,2,2,1,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,1803,24,1,2,2,5,0,2,0,7,4,4,2,0,7,2,0,5,4,0,0,0,4,4,2,0,3,3,4,0,9,0,4,0,5,7,2,5,4,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1803,1804,31,1,3,3,7,0,4,3,3,7,1,2,1,4,4,0,4,5,0,0,0,5,2,3,0,2,2,5,2,9,0,8,0,1,7,2,4,4,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,1805,33,1,3,3,8,0,4,0,5,9,0,0,0,3,6,1,2,7,1,0,0,3,4,2,1,1,1,6,1,5,4,6,1,2,7,2,2,4,3,1,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1805,1806,13,1,3,2,3,1,3,2,4,7,1,2,1,2,6,2,5,3,2,0,0,5,1,3,2,2,3,3,0,6,3,7,1,2,5,4,1,4,4,1,0,4,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1806,1807,31,1,3,3,7,0,4,1,5,5,1,4,3,2,4,0,1,8,1,0,0,1,0,8,0,0,1,5,3,8,1,6,1,3,7,2,7,2,0,0,0,2,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1807,1808,32,1,2,4,7,0,4,3,2,7,0,2,2,5,2,0,4,5,0,0,0,4,2,4,0,1,3,4,2,9,0,3,0,6,7,2,2,7,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
1808,1809,12,1,3,3,3,4,0,0,5,5,4,0,0,3,6,4,3,2,4,0,0,3,1,2,1,6,0,2,0,0,9,7,2,0,2,7,0,1,4,3,2,9,7,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1809,1810,30,1,2,3,7,0,5,1,3,7,1,2,3,5,2,0,4,5,0,0,0,2,2,6,0,3,3,2,3,3,6,9,0,0,5,4,2,3,3,3,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1810,1811,38,1,3,3,9,2,3,2,4,5,2,3,3,2,4,2,2,5,3,0,0,4,2,2,0,3,3,3,1,2,7,5,2,3,6,3,2,4,2,2,2,6,4,2,0,0,6,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1811,1812,9,1,4,3,3,0,6,1,3,9,0,0,0,1,8,0,4,5,0,0,0,3,4,3,0,0,5,4,0,4,5,7,2,0,9,0,0,9,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,1813,9,1,3,3,3,2,3,1,4,7,1,2,1,4,5,1,6,3,4,1,0,4,1,1,3,2,3,1,2,6,3,7,1,2,5,4,5,3,1,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,1814,3,1,2,4,1,2,7,0,0,9,0,0,1,6,3,0,6,3,3,0,0,5,0,2,2,1,5,2,1,1,8,7,2,0,7,2,1,6,1,0,2,5,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1814,1815,2,1,4,2,1,1,4,1,4,7,1,2,2,4,4,5,4,0,0,5,4,0,0,0,9,0,0,0,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
1815,1816,39,1,3,2,9,0,5,0,4,5,1,3,2,1,7,1,4,5,1,1,0,2,3,3,1,3,1,4,1,7,2,5,1,4,7,2,3,5,2,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1816,1817,2,1,3,4,1,1,4,0,5,6,0,3,3,2,5,3,2,4,6,2,0,1,1,0,4,1,3,3,0,3,6,6,2,1,3,6,3,1,4,1,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1817,1818,36,1,4,3,8,0,4,0,5,9,0,0,0,4,5,4,1,5,1,0,0,4,3,3,1,3,0,5,0,9,0,9,0,0,6,3,0,4,4,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,1819,32,1,3,3,7,0,6,0,3,7,0,2,0,5,4,2,4,4,2,2,0,3,3,2,3,2,0,4,0,2,7,7,2,0,2,7,0,5,4,0,0,4,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,1820,10,1,3,3,3,2,3,0,5,7,2,0,0,4,5,1,6,3,2,0,0,3,2,3,1,2,4,4,0,8,1,9,0,0,6,3,1,2,6,1,0,5,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,1821,25,3,2,3,6,3,2,4,3,3,0,6,5,2,3,1,6,2,3,0,0,3,1,4,2,1,3,4,0,5,4,3,0,6,7,2,3,2,3,2,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,1822,10,1,4,2,3,1,5,1,4,8,1,1,1,2,7,3,5,2,2,0,0,5,2,1,2,4,2,2,0,1,8,9,0,0,5,4,2,4,4,0,0,4,8,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1822,1823,33,1,2,4,8,0,7,2,0,5,2,2,2,6,2,0,3,6,5,0,0,1,0,4,2,0,2,4,2,4,5,4,4,2,3,6,3,6,0,0,0,2,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,1824,6,1,3,2,2,1,4,2,3,7,1,2,1,3,6,2,4,3,3,1,0,4,2,1,2,2,3,3,0,2,7,7,1,1,5,4,1,3,5,1,0,5,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1824,1825,39,1,3,2,9,4,1,0,5,6,3,0,0,4,5,3,3,4,3,0,0,0,0,6,3,0,3,3,0,0,9,6,3,0,2,7,0,0,5,0,4,9,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,1826,4,3,2,4,1,2,1,5,2,7,0,2,1,6,3,2,5,2,5,2,1,1,0,2,4,3,1,2,0,2,7,7,0,2,5,4,1,1,8,0,0,5,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1826,1827,9,1,4,2,3,0,6,1,3,7,1,2,1,2,7,1,3,6,0,0,0,3,2,4,0,1,3,5,1,8,1,7,1,1,9,0,2,3,4,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,1828,1,1,2,4,1,1,4,2,3,7,1,1,0,6,3,4,5,0,8,0,0,0,0,1,6,3,0,0,0,0,9,6,3,0,3,6,0,0,1,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1828,1829,38,1,3,3,9,1,5,1,3,5,1,3,3,2,4,2,3,5,2,1,0,3,2,3,2,2,2,3,2,5,4,4,2,4,7,2,3,5,1,1,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,1830,41,1,3,3,10,0,7,0,2,6,0,3,3,1,6,0,6,3,3,0,4,2,0,1,3,2,5,1,0,0,9,3,3,3,2,7,1,5,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,1831,8,2,3,3,2,0,5,2,3,7,1,2,2,3,5,3,4,3,4,0,0,4,1,0,4,2,2,2,0,1,8,8,0,1,6,3,0,5,4,0,0,4,7,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,1832,33,1,2,3,8,0,7,0,2,7,2,0,0,5,4,0,3,6,2,0,0,2,5,2,2,1,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3,3,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1832,1833,34,1,4,2,8,0,5,0,4,9,0,0,0,0,9,0,4,5,0,2,0,0,7,0,2,0,0,7,0,7,2,4,5,0,7,2,4,2,2,2,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1833,1834,40,1,3,2,10,0,6,0,3,6,3,0,0,5,4,1,7,2,3,0,3,3,0,1,4,2,2,2,0,0,9,4,5,0,3,6,0,4,4,2,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,1835,32,1,2,4,7,0,4,2,3,5,0,4,4,4,2,0,2,7,0,0,0,4,0,5,0,1,1,3,5,9,0,7,0,2,9,0,8,1,1,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,1836,9,2,3,2,3,0,5,0,4,9,0,0,0,4,5,2,5,2,2,2,0,4,0,2,3,0,4,2,0,7,2,7,2,0,6,3,4,5,0,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,1837,7,1,3,3,2,3,0,0,6,9,0,0,0,6,3,2,4,4,2,0,0,3,3,2,2,2,3,4,0,2,7,6,0,3,4,5,0,2,4,4,0,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1837,1838,38,1,3,3,9,1,1,2,6,5,1,4,3,2,4,1,2,7,0,0,0,2,4,4,0,1,1,5,3,8,1,4,1,5,8,1,5,4,1,1,0,3,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1838,1839,11,1,3,3,3,0,8,0,1,9,0,0,0,4,5,0,4,5,3,1,2,2,2,1,2,1,4,3,0,3,6,6,2,1,5,4,0,0,7,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,1840,41,1,3,2,10,0,7,0,2,9,0,0,0,3,6,2,5,2,0,0,2,5,2,0,4,4,0,2,0,4,5,4,5,0,5,4,2,5,2,0,0,4,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1840,1841,37,1,2,1,8,4,3,1,3,5,2,3,0,9,0,0,6,3,0,0,0,9,0,0,0,4,0,0,5,5,5,7,2,0,4,5,0,0,6,3,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1841,1842,3,1,1,5,1,1,5,2,2,5,1,4,4,4,1,1,7,2,2,1,0,6,1,1,2,4,2,2,1,4,5,7,1,2,5,4,4,3,3,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1842,1843,11,1,2,4,3,0,5,3,2,4,1,4,5,4,1,3,2,4,1,1,0,5,2,1,3,1,2,2,3,9,0,5,0,4,5,4,3,4,3,0,0,4,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1843,1844,33,1,2,4,8,0,5,0,5,9,0,0,0,9,0,0,0,9,5,0,0,0,5,0,0,0,5,4,0,5,5,9,0,0,9,0,5,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1844,1845,41,1,5,3,10,0,0,5,5,9,0,0,0,0,9,0,9,0,5,0,5,0,0,0,9,0,0,0,0,0,9,7,2,0,7,2,4,2,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1845,1846,41,1,3,3,10,0,9,0,0,5,0,4,3,2,5,0,0,9,0,0,2,0,3,5,0,4,0,5,0,5,4,3,2,4,7,2,9,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,1847,38,1,3,3,9,0,3,0,6,7,0,2,0,4,5,0,0,9,0,0,0,0,5,4,0,0,0,6,3,5,4,5,3,3,9,0,4,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1847,1848,35,1,3,3,8,0,4,0,5,5,2,3,2,2,6,0,4,5,0,0,0,4,4,1,0,0,2,7,1,1,8,6,2,2,8,1,4,1,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,1849,9,1,4,2,3,2,4,1,3,7,1,1,1,2,6,3,4,2,3,0,0,4,2,1,3,3,3,2,0,2,7,9,0,0,5,4,2,3,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,1850,30,1,3,3,7,1,5,2,3,5,1,3,0,5,4,0,1,8,0,0,2,3,0,5,0,1,1,4,5,8,1,6,1,3,7,2,3,6,0,0,0,3,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1850,1851,25,1,2,4,6,1,2,1,6,3,2,4,4,4,2,2,5,2,2,0,0,5,1,2,1,2,4,2,2,8,1,7,1,2,6,3,4,2,3,1,1,4,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,1852,33,1,2,4,8,0,5,0,4,5,0,4,3,4,3,0,0,9,0,0,0,0,5,4,0,0,0,7,2,6,3,6,1,2,6,3,9,0,0,0,0,2,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,1853,31,1,2,3,7,0,2,2,5,5,2,2,2,3,4,0,3,6,1,0,1,1,1,7,1,1,3,5,1,8,1,4,2,3,7,2,4,5,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1853,1854,36,1,2,4,8,0,4,2,4,5,1,3,2,5,3,2,2,6,3,1,0,1,4,2,3,1,2,4,1,2,7,7,1,2,5,4,2,4,3,1,0,4,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1854,1855,33,2,4,2,8,0,5,1,4,8,1,0,0,1,8,0,4,5,0,0,0,5,2,2,0,2,3,5,0,2,7,5,4,0,9,0,1,7,2,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1855,1856,35,1,2,4,8,0,5,2,2,7,0,2,2,5,3,0,0,9,0,0,0,2,7,0,0,0,0,9,0,5,4,9,0,0,9,0,5,4,0,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1856,1857,11,1,3,2,3,2,0,5,2,5,0,5,0,3,6,0,5,4,0,0,0,5,4,0,0,5,0,4,0,3,6,6,3,0,5,5,0,4,5,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,1858,23,1,2,2,5,3,4,2,1,3,4,3,3,5,2,0,4,5,0,0,0,4,4,2,0,2,3,4,1,9,0,7,1,1,8,1,3,6,1,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,1859,13,1,3,3,3,0,6,0,3,6,0,3,3,2,5,5,4,1,8,0,0,0,1,0,8,0,0,1,0,0,9,9,0,0,4,5,0,6,3,0,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
